index	sentence
2788	Рассказываем , почему за падением курса биткоина стоят именно слушания по поводу криптопроекта Facebook и чего ждать от первой криптовалюты в будущем . 9 - 07 - 18 / kak - bitkoin - ostalsya - bez - podderzhki - libra /   … $ 
2789	I remind all who like # freecrypto that there is still a few hours to draw and you can still get it # Giveaway # crypto # altcoin # altszn # HODL # Binance ow . ly / 60ZS50v2kwB   $ 
2790	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2SpiB9C   $ 
2791	Anyone know if she ' s made any statements on # Bitcoin , ETF , @ Bakkt etc ? $ 
2792	That ' s what it feels like . Combine that with financial pressure on the family and you might cave . Hodl on ! $ 
2793	This was also announced just yesterday . A decentralized stock exchange ! s / 1151710282080804864 ? s = 19   … $ 
2794	HODL $ 
2795	His tweets coincide with Fox chyrons . . . $ 
2796	 $ 
2797	Website : bizpayecrypto . io /   # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1152080654433017857   … $ 
2798	Bitcoin or crypto currencies like Bitcoin ? $ 
2799	listed on @ ethfinex @ Binance _ DEX @ BittrexIntl $ 
2800	Lol never bruh $ 
2801	É fácil resolver . Meu filho já esqueceu mais de uma vez . Tem canal pra isso e vc vai pagar um valor para recuperar o cel . Se não estou enganado o motorista o entrega no mesmo local onde vc subiu . $ 
2802	You ' re still here . Excellent . $ 
2803	 $ 
2804	Donate to Tor with Lightning ! tus / 1151589281200332802   … $ 
2805	Just HODL $ 
2806	 @ pokertwitacc @ Bitboy _ Hodl @ dmr _ no GB3RMPTL47E4ULVANHBNCXSXM2ZA5JFY5ISDRERPCXNJUDEO73QFZUNK $ 
2807	I mean yeah , it ' s hard to move $100M in cash without getting noticed . $ 
2808	Japan Financial Action Task Force Gives Green Light to Create ‘ # SWIFT Network’ for # Crypto according to a # Reuters source that said the network is aimed at # AML and was approved by the # FATF last month - green - light - to - create - swift - network - for - crypto - report   … @ CoinDesk # Blockchain # CryptoUseCase # CryptoAdoption $ 
2809	 @ cryptopigmedia @ JBTheCryptoKing @ Bitboy _ Hodl @ TheCryptoDog @ gator _ bitcoin 0xF0e8b6649f3ad6308D4910fAED38977583CBF048 $ 
2810	 @ BIZpaye is part of the BIZpaye International Group of Companies that is an established multi - transactional B2B & B2C Merchant Marketplace . Don ' t be late . # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail $ 
2811	That’s has always been our goal . Bitprimefx . # forex # Crypto # bitcoins # litecoin # hodl # business # entrepreneur # investors # profitsoverwages # makemoney # trader # profit # workfromhome # digitalmarketing $ 
2812	New platforms are emerging to allow users to take loans backed by cryptocurrencies . Crypto lending and being paid to HODL , a match made in heaven .   # cryptocurrency # lending # assets $ 
2813	This is no surprise $ 
2814	To many bots $ 
2815	 $ 
2816	I spend 90 % of my life at the airport $ 
2817	Congressional salary pension and supreme healthcare for all $ 
2818	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2LudUdU   $ 
2819	Loading up some $ DAPS $ 
2820	Sorun beynimdeki kodlama sanırım . İstemsizce böyle bir bağlantı kurdum nedense $ 
2821	$ ETH / $ BTC marketcap ratio = 13 . 2 % # hodl $ 
2822	Out of town today and pretty busy so no # Fresh5 video tonight . I will be doing a livestream tomorrow live from my hotel ! $ 
2823	I dun a hodl $ 
2824	You need to have some serious balls to say this with a straight face . Mnuchin is probably a solid poker player . status / 1151823952320311296   … $ 
2825	fyi . . . . . $BTC I never like these violent fast paced JAMS after a deep sell off . Just seems like short covering . Bear trends chop people up . I ' d rather see some sideways action before a bounce . So I am not convinced this was it . Im patient tho and have indicators you dont : ) $ 
2826	Cellphones could cause flight dangers on some Boeing Jets by @ tictoc 48871767830533   … $ 
2827	Thanks mate , am following in your footsteps , just need to exit buy into a unicorn early and HODL on the crypto next like you . $ 
2828	 us / 697794255088181249 ? s = 20   … $ 
2829	 $ 
2830	Not me ! I ' ll # HODL like there ' s no tomorrow ! Or like there is many tomorrows . . . not sure which one makes more sense . $ 
2831	いつも勉強になるブログありがとうございます。 おすすめのリフォーム会社ありますでしょうか？ $ 
2832	Pigeon $ 
2833	i have $$ that i buy btc with but i buy and sell . i hodl ltc & btd’s $ 
2834	Zie nu al naar het feit uit dat al die # HODL ' ers straks vanuit Crypto naar Goud en Zilver gaan . . # Throughtheroof $ 
2835	 # TRX # BTT # HODL Thank you for support donation TGbKAEJTGRzfoCXNsm2Us9vo7wpA5TAw9U $ 
2836	Tonight 10pm EST on HODL Report - special guests @ GamingCryptoXRP & @ SifuCrypto We will discuss the Congressional 2 day circus w Facebook David Marcus . Explore if # Congress supports US economic growth through # blockchain technology and # cryptocurrency . thehodlreport . com   $ 
2837	I get a warning that my device is What are the minimum requirements for Android ? $ 
2838	I feel you . $ 
2839	El servicio , que fue lanzado por la plataforma de negociación en septiembre del año pasado permitía a sus usuarios invertir una cantidad mínima de 25 $ en una cesta de criptomonedas en lugar de tener por separado . ow . ly / Llt050v5Evi   $ 
2840	"Reminder to CT , they said "" HODL "" , "" Kimchi Premium "" , and "" Pump and dump "" in Congress - On Feb 6 , 2018 . Shill me your charts . us / 960906624717217793   … $ "
2841	Boubyan Bank Signs Initial Agreement With Ripple \| XRP Right Now # xrp another one ! igns - initial - agreement - with - ripple /   … $ 
2842	Si la criptomoneda de referencia logra mantenerse por encima del nivel de los 10 . 000 $ y seguir creciendo , esto atraerá a al mercado . 7 - 19 / el - precio - del - bitcoin - crece - mas - de - 1000 - en - tan - solo - media - hora /   … $ 
2843	Excited to share this item from my # etsy shop : Sticker cryptocurrency Crypto Currency HODL To The Moon ! Vinyl Sticker Internet Meme Funny Ethereum Laptop Decal Litecoin xrp dash eos ada etsy . me / 2LvYkyy   $ 
2844	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail bizpayecrypto . io /   $ 
2845	Crypto Energy Drink from Poland . HODL via / r / Bitcoin ift . tt / 2Y1U2AU   # bitcoin $ 
2846	For starters never reusing addresses would be smart . Learning coin control would be another . $ 
2847	 $ 
2848	 $ 
2849	SJWs : ScarJo is not allowed to play a tranny cause she isn ' t one . Also SJWs : Nikki Minaj should play Catwoman . This double standard is insanity . $ 
2850	We are off to the races . BIZpaye CRYPTO IEO has opened . Week 1 price $0 . 15 , Week 2 price $0 . 20 and expected listing price $0 . 25 on 29 July . # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail @ BIZpaye $ 
2851	HODL $ 
2852	thanks to @ blockdigest for making me think of the proposterous image of a ' sugar mountain ' whenever i hear # MarkZuckerberg name lol . # btc # librashitcoin # facebook # blockchain # crypto # podcast # sugarmountain # cyborg # boosterseats # hodl # mewn $ 
2853	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # Merchants # B2B bizpayecrypto . io /   / 1151499430559981568   … $ 
2854	Excited to share this item from my # etsy shop : Sticker cryptocurrency Crypto Currency HODL To The Moon ! Vinyl Sticker Internet Meme Funny Ethereum Laptop Decal Litecoin xrp dash eos ada etsy . me / 32FRlIP   $ 
2855	Bitcoin , The amount of energy being used . Childporn on Pentagon / DOD Computers , Project Flicker , Open Source i . e . Robert David Steele , Deutsche Bank , Inc to buy Symantac , Google to loose users , Facebook , Youtube , Twitter , etc . RETWEET Please Y5w3Q   … $ 
2856	The war isn’t over Marines ! $ LINK # HODL # Trufflecon # SwiftIsComing $ 
2857	Can you send this design to @ ROLEX ? I think a special edition watch is in order when Bitcoin hits $100k . Hopefully they ' ll be accepting Bitcoin by then . $ 
2858	 $ 
2859	Those who HODL $ CHX shall inherit the Mewn . First Bkchn Stock Exchge . Stock Market , Insurance ( for custody ) & Bank partners # STOs Full Audit , Prospectus , Issuance , Legal , Advisory , custom Dual Blockchain ( GDPR ) , 680 TPS \ + , Shareholder BI , Dctrl Share Reg , tax , divds , voting apps $ 
2860	BUY THE BITCOIN DIP : ) - - - > # Bitcoinisfreedom # HODL # BTFD < - - - $ 
2861	I thought he was doing it on Bitcoin ? What am i not seeing here ? $ 
2862	إيش احلى ذكرى بحياتك ومستحيل تنسينه — والله أحلى ذكرى بحياتي كانت شخص عرفته قبل ثمانية سنين curiouscat . me / _ 3hodl / post / 93 2484691 ? t = 1563522881   … $ 
2863	It’s a good time to hodl BitcoinZ ! $ 
2864	Website : bizpayecrypto . io /   # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1151499430559981568   … $ 
2865	A friendly reminder that the txfee for Lightning trades on Hodl Hodl has been decreased $ 
2866	Hey Gang ! It ' s a Golden Silver S . C . F . to you all ! HODL GODL # GODL $ 
2867	HODL BTC s / status / 1151867001423486976   … $ 
2868	Nice call man $ 
2869	Nah , we took care of that . $ 
2870	 @ schnellzz23 HODL Bitcoin and stay cute $ 
2871	Pull tabs are the shit $ 
2872	So depending on what ' s backing your coin is what makes it an altcoin or not ? Libra is going to be a free floating price against USD ? $ 
2873	 5gZTE & feature = share   … $ 
2874	Excited to share this item from my # etsy shop : Sticker cryptocurrency Crypto Currency HODL To The Moon ! Vinyl Sticker Internet Meme Funny Ethereum Laptop Decal Litecoin xrp dash eos ada etsy . me / 2YYNmEI   $ 
2875	Good move no doubt , aboard and just hodl . Big things this year . Game changing things . $ 
2876	 # Bizpaye is a real blockchain marketplace , is operating since 2014 . ( link : bizpayecrypto . io /   ) bizpayecrypto . io   @ BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail $ 
2877	I ' ve been using altcoin . $ 
2878	Los hombres de negocios tan solo cuentan con 24 horas al día , por lo que a menudo se ven obligados a decidir si ir a una conferencia importante o celebrar una reunión potencialmente lucrativa con sus socios . Este método puede resultarte de gran utilidad . ow . ly / KZLN50v0DIh   $ 
2879	"HODL through 7 figures and pay off your mortgages in SATS while laughing at the nocoiners who "" should have listened to you "" $ "
2880	DISCOVERED a fantastic way of making Profits From Automated Arbitrage , I am HODLing $650 of ETH running \ [ AI \ ] BOT and the results have been phenomenal everyone should HODL some Crypto literally makes you profits while you sleep . = = >   $ 
2881	Who could have thunk it ? $ 
2882	are you planning on using binance until September ? $ 
2883	Sure , why not . $ 
2884	HODL Bitcoin $ 
2885	Excited to share this item from my # etsy shop : Sticker cryptocurrency Crypto Currency HODL To The Moon ! Vinyl Sticker Internet Meme Funny Ethereum Laptop Decal Litecoin xrp dash eos ada etsy . me / 2JDkZ9T   $ 
2886	None of the Trumps have any idea what it is to be a regular citizen . They cant , they wont , its futile . You ' re dealing with the richest of the rich kids . They absolutely do not live in the world everyone else does , so they say and believe outlandish things . tatus / 1151467084146270210   … $ 
2887	Steve is obviously willing to lose his credibility $ 
2888	SHITCOINS by # rektandhodl # shitcoins - - Make your own # Snaptee # tshirt snaptee . co / t / n0pce   $ 
2889	わたしゃ売らないよ / 1151371466203467776   … $ 
2890	I think i just blocked 200 altcoiners $ 
2891	Their days are numbered $ 
2892	I hear you however I’m far beyond the 1 % goal for a BTC holder and I will buy baby buy these rock bottom alt prices . Dollar cost average . I’m not gonna FOMO in on alts . Your new philosophy only matters if I’m cashing out . # HODL $ 
2893	 $ 
2894	Still profit . . . no worries . . . HODL $ 
2895	Sounding maxamlish and being maxamlish are different I think ( but that ' s besides the point . ) Libra would be just as much of an altcoin as everything else . She was there to lobby against Libra not because of Bitcoin but because of crypto currency $ 
2896	Which makes it much more useful than anything else out there . $ 
2897	 # BIZpaye # Merchants # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # B2B # B2C # retail bizpayecrypto . io /   / 1152141144324788224   … $ 
2898	Your daily reminder to stay humble , # stacksats and # HODL us / 1152190877357563904   … $ 
2899	絶対行って 藤巻せんせに一票を！！！ $ 
2900	Hodl to the moon ! # btc # holo # tomo # ada # aion # icx # wan $ 
2901	He loves Fox , he brought Tucker Carlson with him to North Korea and not his defense adviser . He brings Hannity on campaign rallies . $ 
2902	Like those odds $ 
2903	You don ' t understand what I mean . The supply that kills bull markets is the HODL inventory of miners who are deep deep in profit from the bull . $ 
